ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,School_Density_Score,Public_Transport_Accessibility_Numeric,Parking_Space_Numeric,Infrastructure_Score,Growth_Multiplier,Future_Price_5Y,Investment_Score,Good_Investment
218447,Jharkhand,Jamshedpur,Locality_223,Apartment,2,3597,151.11,0.04,2010,Semi-furnished,6,23,15,6,7,Medium,No,Yes,"Gym, Clubhouse, Pool",South,Broker,Ready_to_Move,3,6,1.0,57.407407407407405,1.0,222.0301656852481,4,1
186563,Karnataka,Mangalore,Locality_411,Villa,2,2897,342.99,0.12,1992,Furnished,11,24,33,1,4,High,Yes,No,"Gym, Clubhouse, Playground",South,Builder,Under_Construction,1,9,1.0,44.44444444444444,1.0,503.9648370616322,1,0
217699,Jharkhand,Jamshedpur,Locality_70,Independent House,1,3314,367.52,0.11,1994,Unfurnished,19,30,31,7,1,Low,No,No,"Playground, Gym, Clubhouse, Pool, Garden",East,Broker,Ready_to_Move,3,3,1.0,22.22222222222221,0.98,536.019234034832,1,0
192857,Andhra Pradesh,Vijayawada,Locality_373,Apartment,2,1640,231.2,0.14,2022,Semi-furnished,9,19,3,3,4,Low,Yes,Yes,"Pool, Gym",North,Owner,Under_Construction,2,3,1.0,18.51851851851852,0.98,337.1997358207803,2,0
197291,Delhi,New Delhi,Locality_378,Independent House,4,951,455.78,0.48,1992,Furnished,7,27,33,5,1,Low,Yes,Yes,"Garden, Gym",North,Builder,Under_Construction,2,3,1.0,14.814814814814817,0.98,664.7443580985953,0,0
171219,West Bengal,Kolkata,Locality_164,Apartment,4,4595,237.97,0.05,2018,Unfurnished,24,21,7,9,8,Low,No,Yes,"Gym, Pool",North,Builder,Ready_to_Move,4,3,1.0,55.55555555555555,1.0,349.6560024360961,4,1
209920,Jharkhand,Jamshedpur,Locality_185,Apartment,3,577,332.28,0.58,2006,Unfurnished,2,9,19,5,2,High,Yes,No,"Playground, Garden, Gym",North,Owner,Under_Construction,2,9,1.0,51.85185185185185,1.0,488.22833335910417,2,0
65460,West Bengal,Durgapur,Locality_440,Villa,3,3712,209.83,0.06,2018,Unfurnished,23,6,7,10,7,Medium,Yes,No,"Playground, Pool, Clubhouse, Garden, Gym",West,Broker,Ready_to_Move,5,6,1.0,72.22222222222221,1.02,310.599658304416,5,1
61643,Jharkhand,Ranchi,Locality_157,Villa,1,3376,333.73,0.1,2005,Furnished,28,24,20,8,10,Low,Yes,Yes,"Gym, Clubhouse",East,Owner,Ready_to_Move,4,3,1.0,59.25925925925925,1.0,490.3588590704642,2,0
77032,Odisha,Bhubaneswar,Locality_111,Villa,2,2840,44.09,0.02,2020,Furnished,26,3,5,8,6,High,Yes,No,"Clubhouse, Garden, Pool",South,Owner,Under_Construction,4,9,1.0,77.77777777777777,1.02,65.26397052204976,4,1
46183,Assam,Guwahati,Locality_181,Villa,3,3526,138.49,0.04,2010,Furnished,27,7,15,6,2,Medium,Yes,No,"Pool, Gym, Playground, Clubhouse, Garden",West,Owner,Ready_to_Move,3,6,1.0,38.88888888888889,1.0,203.48724535603208,3,1
195346,Jharkhand,Jamshedpur,Locality_356,Apartment,4,4901,54.73,0.01,2000,Semi-furnished,14,5,25,3,2,High,Yes,Yes,"Clubhouse, Garden, Pool, Gym, Playground",East,Owner,Under_Construction,2,9,1.0,44.44444444444444,1.0,80.41632564326403,1,0
169908,Gujarat,Ahmedabad,Locality_270,Apartment,1,1765,475.36,0.27,1993,Semi-furnished,2,14,32,10,10,High,No,No,"Gym, Clubhouse",North,Broker,Under_Construction,5,9,1.0,100.0,1.02,703.6489232787836,1,0
228847,Andhra Pradesh,Vishakhapatnam,Locality_297,Apartment,5,3855,299.17,0.08,1990,Unfurnished,13,6,35,3,9,Medium,Yes,Yes,"Pool, Garden, Clubhouse",North,Builder,Ready_to_Move,2,6,1.0,53.70370370370371,1.0,439.57888073625617,3,1
23538,Chhattisgarh,Bilaspur,Locality_494,Independent House,1,2291,245.9,0.11,2022,Unfurnished,17,21,3,3,8,Low,No,Yes,Pool,South,Owner,Ready_to_Move,2,3,1.0,33.33333333333333,1.0,361.3077740851201,2,0
94038,West Bengal,Durgapur,Locality_368,Villa,1,3005,76.33,0.03,2021,Furnished,21,18,4,2,9,High,Yes,Yes,"Playground, Gym, Clubhouse, Garden, Pool",South,Broker,Under_Construction,1,9,1.0,66.66666666666666,1.0,112.15381210214404,3,1
136784,Madhya Pradesh,Bhopal,Locality_286,Villa,3,2479,281.74,0.11,2018,Unfurnished,11,24,7,4,3,High,No,Yes,"Playground, Clubhouse",South,Builder,Ready_to_Move,2,9,1.0,51.85185185185185,1.0,413.96849235763216,4,1
92510,West Bengal,Kolkata,Locality_183,Villa,5,3139,179.66,0.06,2016,Furnished,14,26,9,5,9,High,Yes,No,Clubhouse,South,Builder,Ready_to_Move,2,9,1.0,77.77777777777777,1.02,265.9406882284296,4,1
46114,Assam,Guwahati,Locality_444,Villa,2,2841,65.23,0.02,2023,Furnished,1,20,2,9,1,Medium,No,No,"Clubhouse, Garden, Gym, Playground",West,Builder,Under_Construction,4,6,1.0,46.2962962962963,1.0,95.84427044966404,3,1
10335,Assam,Silchar,Locality_277,Villa,3,2858,59.42,0.02,1998,Unfurnished,6,22,27,2,6,High,Yes,Yes,"Gym, Garden",West,Owner,Under_Construction,1,9,1.0,55.55555555555556,1.0,87.30747432345603,3,1
206899,Bihar,Patna,Locality_465,Villa,2,3561,149.15,0.04,1992,Furnished,26,23,33,9,2,Low,Yes,No,Garden,North,Broker,Under_Construction,4,3,1.0,33.33333333333333,1.0,219.1502826547201,2,0
172813,Tamil Nadu,Coimbatore,Locality_482,Apartment,4,4718,78.27,0.02,2017,Semi-furnished,5,14,8,5,5,Medium,Yes,Yes,"Playground, Pool, Gym",South,Broker,Ready_to_Move,2,6,1.0,46.2962962962963,1.0,115.00430857113604,3,1
55528,Uttarakhand,Dehradun,Locality_250,Apartment,3,3487,14.43,0.0,1990,Semi-furnished,10,28,35,7,7,Low,Yes,Yes,"Playground, Pool",West,Broker,Ready_to_Move,3,3,1.0,44.44444444444444,1.0,21.20240414822401,3,1
148107,Chhattisgarh,Raipur,Locality_69,Villa,2,3280,476.08,0.15,2003,Unfurnished,0,11,22,6,3,High,Yes,Yes,"Clubhouse, Pool",North,Builder,Ready_to_Move,3,9,1.0,59.25925925925925,1.0,699.5177108029443,3,1
56914,Andhra Pradesh,Vishakhapatnam,Locality_52,Villa,5,3378,122.42,0.04,2002,Semi-furnished,21,13,23,9,7,High,Yes,Yes,"Gym, Garden",West,Owner,Under_Construction,4,9,1.0,85.18518518518518,1.02,181.2115053597036,2,0
209586,Maharashtra,Nagpur,Locality_122,Villa,3,3476,207.62,0.06,1992,Furnished,21,7,33,1,1,High,Yes,No,"Pool, Playground, Garden, Clubhouse",South,Builder,Under_Construction,1,9,1.0,33.33333333333333,1.0,305.0618953052161,2,0
167076,West Bengal,Kolkata,Locality_103,Apartment,1,4109,437.49,0.11,1999,Semi-furnished,13,6,26,2,10,Low,No,No,"Pool, Playground, Garden, Gym, Clubhouse",South,Owner,Under_Construction,1,3,1.0,37.03703703703704,1.0,642.8163403192323,0,0
72367,Madhya Pradesh,Bhopal,Locality_446,Apartment,1,4582,30.42,0.01,2011,Unfurnished,29,27,14,8,6,High,No,Yes,"Gym, Clubhouse",North,Broker,Ready_to_Move,4,9,1.0,77.77777777777777,1.02,45.029031147216,4,1
213128,Maharashtra,Pune,Locality_247,Villa,1,3620,10.87,0.0,2013,Furnished,22,8,12,5,7,Medium,Yes,No,"Pool, Gym",East,Owner,Under_Construction,2,6,1.0,53.703703703703695,1.0,15.971596194816003,3,1
58583,Punjab,Amritsar,Locality_490,Apartment,5,3737,216.72,0.06,1997,Unfurnished,30,17,28,1,3,High,Yes,No,"Clubhouse, Pool, Garden, Playground",East,Builder,Ready_to_Move,1,9,1.0,40.74074074074075,1.0,318.4327808040961,2,0
159238,Kerala,Kochi,Locality_75,Independent House,1,1751,480.31,0.27,1991,Semi-furnished,1,3,34,6,5,Low,Yes,No,"Playground, Clubhouse",South,Owner,Ready_to_Move,3,3,1.0,33.33333333333333,1.0,705.7329685678083,1,0
235000,Kerala,Kochi,Locality_50,Apartment,3,1129,57.53,0.05,2009,Semi-furnished,19,19,16,5,3,High,Yes,Yes,Gym,South,Owner,Ready_to_Move,2,9,1.0,55.55555555555556,1.0,84.53044425830403,4,1
172454,Haryana,Faridabad,Locality_236,Apartment,5,3331,344.46,0.1,2016,Unfurnished,12,10,9,9,2,High,Yes,No,"Gym, Pool, Playground, Clubhouse, Garden",South,Owner,Ready_to_Move,4,9,1.0,66.66666666666666,1.0,506.1247493345281,3,1
229688,Jharkhand,Jamshedpur,Locality_450,Independent House,3,2972,158.37,0.05,2014,Unfurnished,2,8,11,10,1,High,Yes,Yes,"Gym, Clubhouse",North,Broker,Ready_to_Move,5,9,1.0,66.66666666666666,1.0,232.6974875228161,5,1
51883,Odisha,Cuttack,Locality_158,Apartment,1,1736,458.73,0.26,1990,Furnished,18,24,35,4,6,Medium,Yes,No,"Pool, Gym, Garden, Clubhouse, Playground",North,Builder,Under_Construction,2,6,1.0,46.2962962962963,1.0,674.0248686704642,0,0
41492,Punjab,Ludhiana,Locality_246,Villa,4,2748,398.62,0.15,2012,Furnished,6,8,13,10,2,High,No,No,"Playground, Pool, Clubhouse",South,Owner,Under_Construction,5,9,1.0,70.37037037037037,1.02,590.05497685415,2,0
151358,Andhra Pradesh,Vijayawada,Locality_255,Independent House,4,2308,116.79,0.05,1995,Unfurnished,5,25,30,1,9,High,Yes,Yes,"Pool, Playground",West,Owner,Ready_to_Move,1,9,1.0,62.96296296296296,1.0,171.60282608947207,3,1
206987,Bihar,Patna,Locality_298,Villa,4,1290,114.3,0.09,2022,Unfurnished,7,26,3,1,5,Medium,Yes,No,"Pool, Garden, Clubhouse",East,Owner,Under_Construction,1,6,1.0,31.48148148148148,1.0,167.94419917824007,2,0
74328,Bihar,Gaya,Locality_468,Villa,3,1876,493.06,0.26,2006,Semi-furnished,12,29,19,2,3,Medium,No,Yes,"Pool, Gym",South,Owner,Ready_to_Move,1,6,1.0,27.77777777777777,0.98,719.1163570233301,2,0
46448,Tamil Nadu,Coimbatore,Locality_56,Apartment,3,4418,290.33,0.07,2003,Furnished,23,12,22,7,4,High,No,Yes,"Playground, Garden, Pool, Gym",East,Broker,Ready_to_Move,3,9,1.0,66.66666666666666,1.0,426.5900205373441,4,1
139726,Chhattisgarh,Raipur,Locality_299,Villa,5,1934,257.65,0.13,1990,Furnished,23,2,35,6,3,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Garden, Playground",North,Owner,Ready_to_Move,3,6,1.0,42.59259259259259,1.0,378.5723789875201,1,0
94474,Kerala,Kochi,Locality_214,Apartment,2,4973,296.76,0.06,2006,Semi-furnished,3,3,19,7,6,High,Yes,Yes,"Clubhouse, Playground, Gym, Garden",South,Builder,Under_Construction,3,9,1.0,74.07407407407408,1.02,439.2772939923675,3,1
33933,Odisha,Bhubaneswar,Locality_334,Apartment,3,524,461.15,0.88,2000,Semi-furnished,27,15,25,6,6,High,No,No,"Playground, Clubhouse",North,Builder,Ready_to_Move,3,9,1.0,70.37037037037037,1.02,682.614651990094,3,1
217350,Tamil Nadu,Coimbatore,Locality_363,Independent House,5,4637,408.63,0.09,2002,Furnished,2,9,23,8,1,Low,No,Yes,"Pool, Clubhouse, Garden",West,Owner,Under_Construction,4,3,1.0,25.925925925925924,0.98,595.977197441373,1,0
50205,Telangana,Warangal,Locality_46,Villa,3,3418,73.75,0.02,2011,Unfurnished,2,4,14,6,10,Low,No,No,Clubhouse,South,Owner,Ready_to_Move,3,3,1.0,51.85185185185185,1.0,108.36294566400004,5,1
147081,Tamil Nadu,Chennai,Locality_249,Villa,5,3657,185.06,0.05,2007,Unfurnished,15,17,18,4,7,High,No,No,Playground,East,Builder,Ready_to_Move,2,9,1.0,66.66666666666666,1.0,271.91385389260813,3,1
175738,Jharkhand,Jamshedpur,Locality_142,Villa,1,2601,347.58,0.13,2006,Unfurnished,5,13,19,8,4,High,Yes,Yes,"Gym, Playground, Garden, Clubhouse, Pool",South,Builder,Ready_to_Move,4,9,1.0,70.37037037037037,1.02,514.5033085519177,2,0
109347,Bihar,Patna,Locality_445,Independent House,2,952,415.84,0.44,1995,Semi-furnished,6,29,30,6,7,Low,Yes,Yes,"Playground, Pool, Clubhouse",South,Broker,Under_Construction,3,3,1.0,40.74074074074074,1.0,611.0053874565122,1,0
11039,Delhi,Dwarka,Locality_304,Apartment,1,651,375.24,0.58,2017,Unfurnished,8,22,8,9,4,Medium,No,No,Garden,West,Broker,Ready_to_Move,4,6,1.0,57.407407407407405,1.0,551.3506675384322,3,1
219101,Odisha,Bhubaneswar,Locality_482,Villa,2,1464,363.59,0.25,2008,Furnished,4,3,17,5,1,Low,Yes,No,"Playground, Clubhouse",North,Builder,Under_Construction,2,3,1.0,14.814814814814817,0.98,530.2874219164252,1,0
203029,Uttar Pradesh,Noida,Locality_81,Villa,4,4186,401.08,0.1,1992,Unfurnished,0,11,33,3,7,High,No,Yes,"Clubhouse, Playground, Garden, Pool",South,Builder,Ready_to_Move,2,9,1.0,62.96296296296296,1.0,589.3181050429442,2,0
207875,Tamil Nadu,Chennai,Locality_95,Apartment,1,1274,22.6,0.02,2000,Unfurnished,15,1,25,6,10,Low,Yes,No,Pool,East,Builder,Ready_to_Move,3,3,1.0,51.85185185185185,1.0,33.20681453568002,3,1
146674,Delhi,New Delhi,Locality_348,Villa,5,4438,197.76,0.04,2018,Unfurnished,13,18,7,9,5,Low,No,No,"Clubhouse, Pool, Playground, Gym",South,Broker,Ready_to_Move,4,3,1.0,44.44444444444444,1.0,290.5743204679681,3,1
147769,Gujarat,Surat,Locality_338,Apartment,1,3514,165.38,0.05,1993,Furnished,15,15,32,2,3,High,No,No,"Clubhouse, Pool, Gym, Playground",South,Owner,Ready_to_Move,1,9,1.0,44.44444444444444,1.0,242.9974773411841,2,0
160849,Assam,Guwahati,Locality_217,Villa,5,2185,186.82,0.09,1990,Unfurnished,29,16,35,1,9,Medium,Yes,Yes,"Gym, Playground",West,Broker,Under_Construction,1,6,1.0,46.2962962962963,1.0,274.4998713077761,1,0
84309,Telangana,Hyderabad,Locality_443,Independent House,1,4647,308.89,0.07,2014,Unfurnished,28,17,11,3,7,High,No,No,"Playground, Pool, Clubhouse, Garden",North,Owner,Ready_to_Move,2,9,1.0,62.96296296296296,1.0,453.8607496427521,4,1
65799,Tamil Nadu,Chennai,Locality_396,Independent House,4,1902,168.49,0.09,1994,Semi-furnished,13,5,31,7,8,High,No,Yes,"Clubhouse, Pool, Playground, Gym, Garden",East,Broker,Ready_to_Move,3,9,1.0,81.48148148148148,1.02,249.40635956589168,3,1
8011,Chhattisgarh,Raipur,Locality_345,Villa,3,2000,442.32,0.22,2010,Furnished,2,14,15,1,6,Low,Yes,Yes,"Pool, Clubhouse, Garden",North,Owner,Ready_to_Move,1,3,1.0,18.51851851851852,0.98,645.1132662121433,2,0
56985,Madhya Pradesh,Bhopal,Locality_495,Independent House,1,3659,419.32,0.11,2009,Unfurnished,20,4,16,8,6,Low,Yes,Yes,"Pool, Garden, Playground, Gym",West,Builder,Under_Construction,4,3,1.0,44.44444444444444,1.0,616.1186491637762,0,0
70685,Delhi,New Delhi,Locality_175,Independent House,3,3464,229.87,0.07,1990,Semi-furnished,5,7,35,5,7,Low,No,Yes,"Pool, Garden, Clubhouse",East,Builder,Ready_to_Move,2,3,1.0,37.03703703703703,1.0,337.75444501401614,3,1
113073,Uttarakhand,Dehradun,Locality_361,Villa,3,603,389.72,0.65,2008,Unfurnished,12,12,17,10,8,Low,No,Yes,"Playground, Pool, Clubhouse, Garden",North,Owner,Under_Construction,5,3,1.0,59.25925925925925,1.0,572.6265380904963,2,0
76295,Tamil Nadu,Coimbatore,Locality_106,Apartment,2,2421,410.57,0.17,2006,Unfurnished,15,20,19,3,8,High,Yes,No,Clubhouse,South,Broker,Ready_to_Move,2,9,1.0,66.66666666666666,1.0,603.2620284917762,3,1
110752,Maharashtra,Nagpur,Locality_1,Independent House,1,1816,478.38,0.26,2020,Unfurnished,26,3,5,10,10,High,No,Yes,Gym,North,Builder,Under_Construction,5,9,1.0,100.0,1.02,708.119261019237,2,0
17408,Karnataka,Mysore,Locality_149,Independent House,5,2156,413.21,0.19,2001,Semi-furnished,27,27,24,6,2,Medium,No,No,"Playground, Clubhouse, Gym",East,Builder,Ready_to_Move,3,6,1.0,38.88888888888889,1.0,607.1410546145282,1,0
237077,Andhra Pradesh,Vijayawada,Locality_54,Independent House,1,4594,209.27,0.05,1993,Unfurnished,0,10,32,3,5,Medium,Yes,No,"Clubhouse, Gym, Pool",South,Broker,Ready_to_Move,2,6,1.0,38.88888888888889,1.0,307.48628663193614,2,0
191582,Madhya Pradesh,Bhopal,Locality_303,Apartment,5,856,193.88,0.23,2003,Furnished,28,7,22,1,6,High,No,Yes,Playground,West,Builder,Under_Construction,1,9,1.0,51.85185185185185,1.0,284.8733275299841,1,0
170790,Punjab,Amritsar,Locality_221,Independent House,2,4765,198.33,0.04,1998,Semi-furnished,0,24,27,6,8,Low,Yes,Yes,"Playground, Garden",East,Builder,Under_Construction,3,3,1.0,44.44444444444444,1.0,291.4118374717441,2,0
44724,Madhya Pradesh,Bhopal,Locality_81,Villa,2,672,190.41,0.28,2008,Unfurnished,24,6,17,1,3,Medium,Yes,Yes,"Gym, Pool, Clubhouse",South,Broker,Ready_to_Move,1,6,1.0,24.07407407407408,0.98,277.7084848513615,2,0
199271,Telangana,Hyderabad,Locality_258,Villa,1,3632,217.86,0.06,2015,Semi-furnished,10,30,10,4,1,High,Yes,Yes,"Pool, Garden, Clubhouse",South,Broker,Ready_to_Move,2,9,1.0,44.44444444444444,1.0,320.1078148116481,3,1
59021,Haryana,Faridabad,Locality_84,Apartment,4,4703,475.16,0.1,1993,Unfurnished,18,5,32,1,8,Medium,No,No,"Pool, Garden, Clubhouse",North,Builder,Ready_to_Move,1,6,1.0,42.59259259259259,1.0,698.1659289722883,1,0
36933,Haryana,Faridabad,Locality_398,Independent House,2,1564,83.33,0.05,2003,Furnished,9,3,22,7,10,Medium,Yes,No,Playground,South,Broker,Under_Construction,3,6,1.0,72.22222222222221,1.02,123.34875626224554,3,1
122128,Odisha,Bhubaneswar,Locality_194,Independent House,2,3193,350.6,0.11,1999,Furnished,29,27,26,6,6,Low,No,No,"Gym, Pool, Clubhouse, Garden, Playground",North,Owner,Under_Construction,3,3,1.0,37.03703703703704,1.0,515.1464237260802,1,0
27801,Bihar,Gaya,Locality_325,Villa,2,3066,495.87,0.16,2004,Unfurnished,0,14,21,3,4,Low,No,Yes,"Clubhouse, Pool, Garden",North,Owner,Ready_to_Move,2,3,1.0,18.51851851851852,0.98,723.2146756118094,2,0
89709,Chhattisgarh,Bilaspur,Locality_269,Independent House,1,3060,224.12,0.07,2001,Semi-furnished,21,25,24,10,3,High,No,Yes,"Gym, Garden, Playground, Clubhouse",South,Builder,Ready_to_Move,5,9,1.0,74.07407407407408,1.02,331.7523491358991,3,1
59554,Tamil Nadu,Chennai,Locality_267,Apartment,4,2883,403.83,0.14,1996,Furnished,14,26,29,7,10,Low,No,Yes,Clubhouse,West,Owner,Ready_to_Move,3,3,1.0,55.55555555555555,1.0,593.3587572541442,2,0
245126,Jharkhand,Ranchi,Locality_19,Apartment,2,583,430.3,0.74,2008,Unfurnished,17,20,17,6,6,High,Yes,Yes,"Garden, Playground, Pool",West,Broker,Under_Construction,3,9,1.0,70.37037037037037,1.02,636.9491158003631,2,0
63952,Andhra Pradesh,Vishakhapatnam,Locality_167,Villa,3,4244,123.17,0.03,1997,Furnished,10,7,28,9,4,High,No,Yes,"Pool, Clubhouse, Garden, Playground",West,Builder,Ready_to_Move,4,9,1.0,74.07407407407408,1.02,182.32168857339235,4,1
118897,Uttar Pradesh,Lucknow,Locality_472,Apartment,5,988,138.45,0.14,1998,Furnished,21,12,27,3,3,Low,No,No,Gym,West,Builder,Ready_to_Move,2,3,1.0,14.814814814814811,0.98,201.9260528736463,1,0
12918,Karnataka,Mysore,Locality_18,Apartment,1,1197,470.54,0.39,2023,Unfurnished,3,10,2,1,8,Low,Yes,Yes,"Playground, Clubhouse",East,Broker,Under_Construction,1,3,1.0,25.925925925925924,0.98,686.2714692608563,1,0
231765,West Bengal,Durgapur,Locality_416,Villa,5,2700,436.67,0.16,2006,Semi-furnished,23,22,19,3,3,Medium,Yes,No,"Garden, Pool",South,Owner,Ready_to_Move,2,6,1.0,31.48148148148148,1.0,641.6114912962563,1,0
198810,Andhra Pradesh,Vijayawada,Locality_102,Villa,1,2514,213.31,0.08,1994,Semi-furnished,16,17,31,8,9,Low,No,Yes,"Playground, Gym, Garden, Clubhouse",South,Broker,Ready_to_Move,4,3,1.0,55.55555555555555,1.0,313.4223720622081,3,1
15044,Kerala,Kochi,Locality_336,Apartment,3,2799,465.74,0.17,2019,Unfurnished,14,20,6,1,6,Medium,No,Yes,"Gym, Pool",East,Owner,Ready_to_Move,1,6,1.0,35.18518518518518,1.0,684.3248584888323,3,1
191339,Andhra Pradesh,Vijayawada,Locality_47,Villa,5,670,454.71,0.68,2017,Furnished,23,6,8,7,8,Medium,Yes,No,"Gym, Playground, Pool, Garden",South,Owner,Ready_to_Move,3,6,1.0,64.81481481481481,1.0,668.1181698017282,3,1
83978,Gujarat,Ahmedabad,Locality_319,Villa,1,661,400.32,0.61,1996,Furnished,25,23,29,9,2,Low,Yes,No,"Gym, Garden, Clubhouse, Pool",West,Broker,Under_Construction,4,3,1.0,33.33333333333333,1.0,588.2014157045762,0,0
249938,Assam,Silchar,Locality_367,Apartment,1,1871,41.68,0.02,2009,Unfurnished,19,2,16,9,10,High,No,Yes,"Gym, Clubhouse, Garden, Playground, Pool",West,Broker,Ready_to_Move,4,9,1.0,96.29629629629628,1.02,61.69658179539655,3,1
78339,Gujarat,Surat,Locality_182,Independent House,5,2556,310.56,0.12,1997,Semi-furnished,18,17,28,8,5,Medium,Yes,No,Pool,South,Builder,Under_Construction,4,6,1.0,57.407407407407405,1.0,456.3145275310082,1,0
145522,Rajasthan,Jodhpur,Locality_47,Independent House,5,3536,262.92,0.07,2015,Furnished,9,1,10,2,10,Medium,Yes,Yes,"Clubhouse, Garden, Pool",East,Owner,Under_Construction,1,6,1.0,53.70370370370371,1.0,386.31573795225614,3,1
62135,Gujarat,Surat,Locality_351,Independent House,3,1761,292.01,0.17,2023,Unfurnished,19,13,2,10,5,High,No,Yes,"Clubhouse, Gym",South,Broker,Under_Construction,5,9,1.0,81.4814814814815,1.02,432.2461336390054,3,1
33202,Madhya Pradesh,Bhopal,Locality_367,Independent House,5,3097,399.38,0.13,2002,Unfurnished,20,5,23,2,2,Medium,Yes,Yes,"Clubhouse, Playground, Pool, Garden",North,Owner,Under_Construction,1,6,1.0,24.07407407407408,0.98,582.4862910558098,0,0
13137,Assam,Silchar,Locality_250,Independent House,2,2050,95.69,0.05,1999,Furnished,10,11,26,9,9,High,Yes,Yes,"Garden, Gym, Pool",North,Builder,Ready_to_Move,4,9,1.0,92.5925925925926,1.02,141.64457562383626,4,1
155668,Haryana,Faridabad,Locality_133,Apartment,3,2225,131.01,0.06,2007,Semi-furnished,6,20,18,6,1,Medium,Yes,Yes,"Pool, Gym",South,Builder,Under_Construction,3,6,1.0,35.18518518518518,1.0,192.4966713415681,2,0
125461,Uttarakhand,Haridwar,Locality_56,Independent House,2,2801,14.27,0.01,2018,Semi-furnished,21,9,7,7,6,Medium,Yes,No,"Gym, Pool, Garden, Playground",East,Owner,Ready_to_Move,3,6,1.0,57.407407407407405,1.0,20.967311655936008,5,1
80473,Tamil Nadu,Coimbatore,Locality_75,Independent House,1,3606,270.58,0.08,2014,Unfurnished,18,30,11,3,3,High,Yes,Yes,"Clubhouse, Garden",North,Builder,Under_Construction,2,9,1.0,48.14814814814815,1.0,397.5707910205441,2,0
134241,Telangana,Hyderabad,Locality_157,Apartment,5,4610,430.15,0.09,2022,Unfurnished,30,6,3,7,4,Medium,Yes,Yes,Playground,North,Builder,Ready_to_Move,3,6,1.0,49.99999999999999,1.0,632.0314722355203,3,1
18240,Assam,Guwahati,Locality_113,Independent House,5,1088,12.53,0.01,1992,Semi-furnished,18,20,33,1,7,Medium,Yes,No,Garden,West,Builder,Ready_to_Move,1,6,1.0,38.888888888888886,1.0,18.410680802304007,2,0
241608,Andhra Pradesh,Vishakhapatnam,Locality_290,Independent House,4,826,140.89,0.17,1992,Furnished,8,19,33,8,9,High,No,Yes,Clubhouse,East,Owner,Under_Construction,4,9,1.0,88.88888888888889,1.02,208.55161730214536,1,0
11682,Uttarakhand,Haridwar,Locality_481,Apartment,3,1881,237.55,0.13,1995,Semi-furnished,27,12,30,8,2,High,Yes,Yes,"Pool, Playground, Clubhouse",South,Broker,Under_Construction,4,9,1.0,62.96296296296296,1.0,349.03888464384016,2,0
95805,Telangana,Warangal,Locality_274,Villa,2,2274,337.45,0.15,1990,Unfurnished,7,19,35,1,7,High,No,No,Playground,South,Owner,Under_Construction,1,9,1.0,55.55555555555555,1.0,495.82475951616016,2,0
36359,Maharashtra,Nagpur,Locality_125,Apartment,2,1066,446.01,0.42,2007,Unfurnished,10,11,18,7,8,Medium,Yes,Yes,"Garden, Pool",East,Broker,Ready_to_Move,3,6,1.0,64.81481481481481,1.0,655.3350155335683,3,1
65850,Rajasthan,Jaipur,Locality_386,Villa,2,1109,154.96,0.14,2012,Unfurnished,10,25,13,4,7,Medium,No,Yes,"Gym, Garden",West,Broker,Under_Construction,2,6,1.0,49.99999999999999,1.0,227.6870787809281,2,0
36874,Madhya Pradesh,Bhopal,Locality_374,Apartment,4,1891,331.12,0.18,1996,Furnished,1,26,29,3,3,High,Yes,Yes,"Garden, Pool, Playground, Gym, Clubhouse",West,Broker,Under_Construction,2,9,1.0,48.14814814814815,1.0,486.5239127900162,0,0
124418,Madhya Pradesh,Indore,Locality_196,Independent House,1,4817,494.9,0.1,1998,Semi-furnished,6,16,27,3,5,Low,Yes,No,"Pool, Playground, Gym",North,Broker,Under_Construction,2,3,1.0,22.222222222222225,0.98,721.7999535367827,0,0
93462,Kerala,Kochi,Locality_205,Apartment,5,1140,448.81,0.39,2014,Unfurnished,22,7,11,9,7,High,No,Yes,"Pool, Clubhouse, Garden, Gym, Playground",North,Broker,Under_Construction,4,9,1.0,85.18518518518518,1.02,664.3484375142017,2,0
189954,Tamil Nadu,Coimbatore,Locality_45,Apartment,2,4324,305.39,0.07,1996,Semi-furnished,17,24,29,3,10,Medium,No,Yes,"Gym, Playground, Garden",South,Owner,Under_Construction,2,6,1.0,57.407407407407405,1.0,448.71810137395215,3,1
203602,Jharkhand,Ranchi,Locality_440,Independent House,1,1893,133.28,0.07,2012,Furnished,30,16,13,5,8,High,No,Yes,"Garden, Gym, Clubhouse, Pool, Playground",West,Builder,Under_Construction,2,9,1.0,74.07407407407408,1.02,197.2869582939168,3,1
24002,Odisha,Bhubaneswar,Locality_493,Independent House,4,1639,301.91,0.18,2001,Semi-furnished,25,13,24,1,2,Medium,Yes,No,"Clubhouse, Gym",East,Builder,Ready_to_Move,1,6,1.0,20.37037037037037,0.98,440.3285996611236,1,0
221500,Madhya Pradesh,Indore,Locality_117,Villa,4,1036,204.73,0.2,2023,Semi-furnished,30,27,2,1,7,Medium,No,Yes,"Pool, Clubhouse",South,Owner,Ready_to_Move,1,6,1.0,38.888888888888886,1.0,300.8155371632641,2,0
